id,customer_message,gold_intent,predicted_intent,intent_correct,decision,gold_escalation,predicted_escalation,draft_reply,groundedness,resolution_correctness,helpfulness,completeness,tone,unsupported_claims,overall,brief_reason
116,"@VirginTrains We can’t afford to get back, we got the wrong tickets and will be stranded in London if we can’t change 😩",ticket_change,ticket_change,True,ESCALATE,y,yes,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
117,@VirginTrains please check your DMs,other,other,True,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
118,@VirginTrains hi I’ll be on the delayed 17.51 train from Carlisle to London - is there unreserved seats somewhere? Thanks,seat_reservation,seat_reservation,True,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
119,Booked @VirginTrains first class ticket but no food/drink service on outward and no reservations so not even a seat on return - how do I claim compensation please?,refund_compensation,refund_compensation,True,AUTO-HANDLE,y,no,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
120,@VirginTrains How are you?,other,other,True,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
121,@VirginTrains No...,other,other,True,ESCALATE,y,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
122,@VirginTrains @121428 Thanks Joel,other,other,True,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
123,@VirginTrains 8am one from Euston,other,other,True,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
124,@VirginTrains And that’s all? Amazing.,complaint_feedback,complaint_feedback,True,ESCALATE,n,yes,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
125,@VirginTrains I explained I had not printed the tickets and just wanted to change date but that seemed an impossible task..,ticket_change,ticket_change,True,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
126,"@267531 @VirginTrains @120244 @LondonMidland Well... come to think of it, I *did* buy an extra ticket from Shrewsbury to Stafford to catch my Virgin train this morning, as I needed to get an earlier London Midland train, as my Arriva train was showing as delayed! And *that* cost me an extra £16.10!",refund_compensation,ticket_change,False,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
127,@VirginTrains what is your best priced return ticket for today Carlisle to Glasgow?,fare_price,fare_price,True,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses provided fare information based on the journey and ticket type. Please provide your journey details and travel date.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
128,"@VirginTrains Hi as my 18:15 from Piccadilly is cancelled, will the 18:35 run or is there ticket acceptance on pls e? Thanks",train_status,train_status,True,ESCALATE,y,yes,"Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
129,@VirginTrains my requested seats haven’t been given on my booking how do i change them what I requested ?,seat_reservation,ticket_change,False,AUTO-HANDLE,y,no,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
130,@VirginTrains poor service wanted £100 to stay on a service which was 10 mins before my book train. The train was empty. #CustomerService,ticket_change,complaint_feedback,False,ESCALATE,y,yes,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
131,"@VirginTrains absolutely hopeless manager on the 7:30pm London-Glasgow train! Not announcing stops, no updates at all!",complaint_feedback,complaint_feedback,True,ESCALATE,y,yes,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
132,"Hi @VirginTrains I’ve got a seat reservation on 1657 EUS-LAN, will it be upheld or is it not worth my while? #MiltonKeynesCentral",seat_reservation,seat_reservation,True,AUTO-HANDLE,n,no,Thanks for getting in touch. This appears to relate to your seat reservation. Historical support responses handled similar requests by checking the reservation and the affected service.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
133,@VirginTrains  https://t.co/iFYhyCRqar,other,other,True,ESCALATE,y,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
134,"@VirginTrains Of course! No replies to letters, no refund! Abysmal customer service!",refund_compensation,refund_compensation,True,AUTO-HANDLE,y,no,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
135,Does anyone know where the 5:40 from Glasgow is? Apparently @VirginTrains have lost it,train_status,lost_property,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
136,"@VirginTrains can you advise on progress for refund VT-130917-0277? Promised refund on 25/9, still waiting + asked another Q, no reply since",refund_compensation,refund_compensation,True,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
137,"@307399 Hi Phillip, looks like option is missing. @VirginTrains is this correct? Off peak restrictions are shown as between 04:29 -08:30 ^LH",fare_price,fare_price,True,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains responses provided fare information based on the journey and ticket type. Please provide your journey details and travel date.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
138,@VirginTrains Thanks which coaches are unreserved @VirginTrains,seat_reservation,other,False,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
139,"@VirginTrains I got off at Birmingham International and they didn’t check my tickets by then. The train was packed when I got off, so all those people on there will have their tickets checked? I doubt it.",booking_ticket,station_facilities,False,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses provided information about station facilities. Please provide the station and facility you are asking about.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
140,@VirginTrains Nobody seems to know about “endorsing”. Cleaner suggests trying Virgin 1st class lounge. Buck swiftly passed to Network Rail reception.,booking_ticket,station_facilities,False,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains responses provided information about station facilities. Please provide the station and facility you are asking about.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
141,@VirginTrains help!! booked some tickets on an old bank card... which i lost and the machine wont let me collect them with my new card🙃,booking_ticket,booking_ticket,True,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses handled similar ticket and booking questions by checking the ticket type and journey details.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
142,@VirginTrains Tickets didn't fully print out at Euston. Told by staff I left it in machine. Bought a new single to Liverpool for £159. Was an hour late for a meeting. Now received a generic email from your customer support. How can I get a refund?,refund_compensation,refund_compensation,True,ESCALATE,y,yes,Thanks for getting in touch. Historical VirginTrains support responses directed similar delayed-journey cases to Delay Repay. Please check the relevant Delay Repay process for your journey. Eligibility should be confirmed against your journey details.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
143,@VirginTrains I see you have cancelled the 11:57 Crewe to Glasgow central. What happens to reserved seat I have if I have to get later train,seat_reservation,ticket_change,False,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
144,@VirginTrains going to miss my prebooked 0655 Euston to Manchester due to cancellations in essex. Can I transfer my ticket?,ticket_change,ticket_change,True,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
145,@virgintrains are they any plans to improve your Wi-fi it’s about as much use as mesh umbrella,wifi_connectivity,wifi_connectivity,True,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
146,@VirginTrains can you introduce a free cancellation in the first 10 mins of booking. Picked wrong date and it’s cost me £10 :(,ticket_change,ticket_change,True,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
147,"@VirginTrains expecting a full refund for me and my friends' travel today. Compensation for missing #MCIARS, too. Thanks in advance",refund_compensation,refund_compensation,True,AUTO-HANDLE,n,no,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
148,"@VirginTrains Seriously, my wife just drove to the pickup area in Weston Carpark Crewe and despite a 20 minute free wait and only being there 9 minutes it’s charged us £12?! WTF?",other,train_status,False,ESCALATE,y,yes,"Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
149,@VirginTrains just bought wifi on a west coast service from Bham to Glasgow and it doesn't work can u sort it out or refund me,wifi_connectivity,wifi_connectivity,True,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
150,@VirginTrains @415748  https://t.co/mcCFRhizt2,other,other,True,ESCALATE,y,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
151,@VirginTrains 2334671988,other,other,True,ESCALATE,y,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
152,@VirginTrains Hi. When will Adavanced tickets for 29th Dec London - Preston go on sale please? I thought they should be but not showing. Ta,fare_price,fare_price,True,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
153,"@VirginTrains All it said in the online process was I'd need to send them back, &amp; I'd be contacted later about it, but I haven't heard anything",refund_compensation,complaint_feedback,False,ESCALATE,y,yes,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
154,@VirginTrains no food or drink in first class on the 17:40 Euston to Manchester. Any chance of a partial refund or a free upgrade on a future service?,refund_compensation,refund_compensation,True,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
155,@VirginTrains 30 minute phone call to change date on train ticket? This is madness,ticket_change,ticket_change,True,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
156,@VirginTrains You need to get a bit of Christmas spirit... take a trip to Penrith station soon... we'll get you in the mood! Just remember dress up warm I swear I saw some snow before!,other,station_facilities,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
157,"@VirginTrains beautiful service from preston to mcr airport: 11:47 dept, still waiting to leave due to a missing driver... awful",train_status,train_status,True,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
158,@VirginTrains So no sockets on a normal seat? That's a little disappointing... Oh well better switch off my phone,other,seat_reservation,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
159,@VirginTrains can I use my ticket to Manchester tonight on the Preston train instead? #delays,booking_ticket,booking_ticket,True,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses handled similar ticket and booking questions by checking the ticket type and journey details.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
160,@VirginTrains 9:25 Litchfield Trent valley to London Euston,other,train_status,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
161,@LondonMidland  Hi the £6.90 day ranger allow a trip to Coventry ? Been refused at barrier by @VirginTrains staff. They were rude and forced me to buy a ticket I believe didn't need. Thanks https://t.co/isZBAMEgfL,booking_ticket,booking_ticket,True,ESCALATE,y,yes,Thanks for getting in touch. Historical VirginTrains responses handled similar ticket and booking questions by checking the ticket type and journey details.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
162,Hi @VirginTrains someone left their 1stclass ticket for the train I’m now on in the machine. Being a top bloke I fought off the idea of using it instead of my own cheap ticket and handed it in. Does Virgin reward this kind of Good Samaritan work with free upgrades on said train?,other,lost_property,False,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses directed lost-property enquiries to the Lost Property team. Please provide your journey and item details.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
163,@VirginTrains They're irritating. Feels kind of intrusive to be talked at in the toilet. Probably very worrying for someone who doesn't speak English...,other,complaint_feedback,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
164,"@VirginTrains - We are not doing toast today as we are short staffed? Not impressed, expect a letter after the price you charge!! It’s not the passengers’ fault, breakfast with no toast indeed!!",complaint_feedback,complaint_feedback,True,ESCALATE,n,yes,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
165,You’ve gotta hand it to them the staff at Euston station have been incredible!! Can’t fault them @VirginTrains,other,complaint_feedback,False,AUTO-HANDLE,n,no,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
166,@VirginTrains I've got an first class open return but am not going to make the train I've got a seat reserved on how can I reserve a seat on a later Train?,seat_reservation,seat_reservation,True,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
167,@VirginTrains hello! There has been a crash on the M56 and I’m stuck in traffic. Got an advance ticket for the 19h15 from Man Picc... is there anything that can be done to help me get on a later train please? https://t.co/zc6AptRzhO,ticket_change,ticket_change,True,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
168,@VirginTrains what a joke! Pre booked first class tickets but you take a carriage out and our seats don’t exist. Standing down to London from Newark to Kings Cross 12.58. Staff didn’t have a clue what was going on. Terrible,seat_reservation,seat_reservation,True,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
169,"@VirginTrains @120872 my daughter will she's the one who lost a days pay,plus the cost of her original first class ticket, plus extra ticket from here to Euston",complaint_feedback,fare_price,False,ESCALATE,y,yes,Thanks for getting in touch. Historical VirginTrains responses provided fare information based on the journey and ticket type. Please provide your journey details and travel date.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
170,"@VirginTrains Hi, your delayrepay online form isn't working you can't enter a date...?",refund_compensation,ticket_change,False,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
171,"@VirginTrains paid for WiFi on my train but didn’t receive a code, can you help? 🙂",wifi_connectivity,wifi_connectivity,True,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
172,"@VirginTrains Tried to catch last train last night, activated ticket to speed up getting through, missed it. Booked a hotel. Told I’d have to buy another",booking_ticket,ticket_change,False,ESCALATE,y,yes,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
173,@VirginTrains Do you think trains will be running tomorrow morning or will the trains still be stranded??,train_status,train_status,True,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
