id,customer_message,true_intent,predicted_intent,intent_correct,intent_confidence,true_escalation,predicted_escalation,escalation_correct,decision,decision_reason,expected_resolution,draft_reply,grounding_overlap,top_similarity,evidence_strength,evidence_agreement,risk_signals,evidence_available,evidence_case_count,evidence_actions,unsupported_claim_count,unsupported_patterns,length_score,intent_relevant,retrieval_leakage
127,@VirginTrains what is your best priced return ticket for today Carlisle to Glasgow?,fare_price,fare_price,True,0.337,False,True,False,ESCALATE,intent confidence is very low,"Explain the relevant fare, pricing, or ticket-release information.",Thanks for getting in touch. Historical VirginTrains responses provided fare information based on the journey and ticket type. Please provide your journey details and travel date.,0.292,0.28,0.325,0.2,,True,5,contact_aftersales,0,,3,True,False
128,"@VirginTrains Hi as my 18:15 from Piccadilly is cancelled, will the 18:35 run or is there ticket acceptance on pls e? Thanks",train_status,train_status,True,0.344,True,True,True,ESCALATE,active disruption detected,"Provide current train status, disruption information, or appropriate alternative travel guidance.","Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",0.095,0.291,0.338,0.2,active_disruption,True,5,website_form|wifi_support,0,,3,True,False
129,@VirginTrains my requested seats haven’t been given on my booking how do i change them what I requested ?,seat_reservation,ticket_change,False,0.483,True,True,True,ESCALATE,available evidence is insufficient for reliable automated handling,"Check the customer's booking and requested seat allocation, confirm why the requested seats were not assigned, and provide available alternatives or guidance for changing the seating arrangement.",Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.231,0.214,0.242,0.2,,True,5,refund,0,,3,True,False
130,@VirginTrains poor service wanted £100 to stay on a service which was 10 mins before my book train. The train was empty. #CustomerService,ticket_change,complaint_feedback,False,0.439,True,True,True,ESCALATE,financial or transaction issue detected,Review the customer's ticket type and the £100 charge requested to travel on the earlier 10-minute service. Explain why the earlier train was not permitted and whether any alternative or refund is available.,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,0.182,0.224,0.255,0.2,financial_dispute,True,5,direct_message,0,,3,True,False
131,"@VirginTrains absolutely hopeless manager on the 7:30pm London-Glasgow train! Not announcing stops, no updates at all!",complaint_feedback,complaint_feedback,True,0.276,True,True,True,ESCALATE,intent confidence is very low,"Acknowledge the customer's complaint about the manager's poor communication and lack of stop announcements or service updates on the 7:30pm London-Glasgow train, and pass the feedback to the appropriate team for review.",Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,0.227,0.269,0.312,0.2,,True,5,station_staff|delay_repay|website_form,0,,3,True,False
132,"Hi @VirginTrains I’ve got a seat reservation on 1657 EUS-LAN, will it be upheld or is it not worth my while? #MiltonKeynesCentral",seat_reservation,seat_reservation,True,0.595,False,False,True,AUTO-HANDLE,Intent confidence and historical evidence provide sufficient support for automated handling.,Provide guidance about seat reservations or investigate the seating issue.,Thanks for getting in touch. This appears to relate to your seat reservation. Historical support responses handled similar requests by checking the reservation and the affected service.,0.292,0.255,0.494,0.6,,True,5,direct_message,0,,3,True,False
133,@VirginTrains  https://t.co/iFYhyCRqar,other,other,True,0.0,True,True,True,ESCALATE,Input quality check: url_only,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,url_only,False,0,,0,,3,True,False
134,"@VirginTrains Of course! No replies to letters, no refund! Abysmal customer service!",refund_compensation,refund_compensation,True,0.696,True,False,False,AUTO-HANDLE,Intent confidence and historical evidence provide sufficient support for automated handling.,"Check the customer's previous correspondence and refund case using any available reference numbers, then provide an update on the outstanding refund and next steps.",Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,0.333,0.344,0.405,0.2,,True,5,station_staff,0,,3,False,False
135,Does anyone know where the 5:40 from Glasgow is? Apparently @VirginTrains have lost it,train_status,lost_property,False,0.265,False,True,False,ESCALATE,intent confidence is very low; historical resolution agreement is weak,Provide the current status of the 5:40 train from Glasgow and explain any delay or disruption affecting its service.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.238,0.29,0.237,0.0,,True,5,,0,,3,False,False
136,"@VirginTrains can you advise on progress for refund VT-130917-0277? Promised refund on 25/9, still waiting + asked another Q, no reply since",refund_compensation,refund_compensation,True,0.95,True,True,True,ESCALATE,existing case or unresolved contact detected,"Check the status of refund VT-130917-0277, confirm why the promised refund has not been received, and provide an update on the customer's unanswered question.",Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.286,0.198,0.122,0.0,case_specific,True,5,,0,,3,False,False
137,"@307399 Hi Phillip, looks like option is missing. @VirginTrains is this correct? Off peak restrictions are shown as between 04:29 -08:30 ^LH",fare_price,fare_price,True,0.767,False,True,False,ESCALATE,historical retrieval evidence is weak,Explain the applicable peak and off-peak restrictions and clarify why the expected off-peak option is missing from the Journey Planner.,Thanks for getting in touch. Historical VirginTrains responses provided fare information based on the journey and ticket type. Please provide your journey details and travel date.,0.292,0.175,0.194,0.2,,True,5,website_form|contact_aftersales,0,,3,True,False
138,@VirginTrains Thanks which coaches are unreserved @VirginTrains,seat_reservation,other,False,0.0,False,True,False,ESCALATE,Input quality check: conversational_fragment,Provide guidance about seat reservations or investigate the seating issue.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,conversational_fragment,False,0,,0,,3,True,False
139,"@VirginTrains I got off at Birmingham International and they didn’t check my tickets by then. The train was packed when I got off, so all those people on there will have their tickets checked? I doubt it.",booking_ticket,station_facilities,False,0.225,False,True,False,ESCALATE,intent confidence is very low; historical resolution agreement is weak,"Provide guidance about booking, tickets, or ticket validity.",Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.381,0.201,0.126,0.0,,True,5,,0,,3,False,False
140,@VirginTrains Nobody seems to know about “endorsing”. Cleaner suggests trying Virgin 1st class lounge. Buck swiftly passed to Network Rail reception.,booking_ticket,station_facilities,False,0.69,False,False,True,AUTO-HANDLE,Intent confidence and historical evidence provide sufficient support for automated handling.,"Explain when a through ticket with a connection can be endorsed or validated by staff, and clarify the customer's ticket situation.",Thanks for getting in touch. Historical VirginTrains responses provided information about station facilities. Please provide the station and facility you are asking about.,0.095,0.2,0.225,0.2,,True,5,lost_property_team,0,,3,True,False
141,@VirginTrains help!! booked some tickets on an old bank card... which i lost and the machine wont let me collect them with my new card🙃,booking_ticket,booking_ticket,True,0.325,False,True,False,ESCALATE,intent confidence is very low,"Provide guidance about booking, tickets, or ticket validity.",Thanks for getting in touch. Historical VirginTrains responses handled similar ticket and booking questions by checking the ticket type and journey details.,0.1,0.319,0.573,0.6,,True,5,direct_message|contact_aftersales,0,,3,True,False
142,@VirginTrains Tickets didn't fully print out at Euston. Told by staff I left it in machine. Bought a new single to Liverpool for £159. Was an hour late for a meeting. Now received a generic email from your customer support. How can I get a refund?,refund_compensation,refund_compensation,True,0.655,True,True,True,ESCALATE,financial or transaction issue detected,"Review the customer's ticket-printing issue and the £159 replacement ticket purchase, then determine whether a refund or compensation is due and provide the appropriate next steps.",Thanks for getting in touch. Historical VirginTrains support responses directed similar delayed-journey cases to Delay Repay. Please check the relevant Delay Repay process for your journey. Eligibility should be confirmed against your journey details.,0.241,0.17,0.287,0.4,financial_dispute,True,5,website_form|refund|delay_repay|contact_customer_resolutions,0,,4,True,False
143,@VirginTrains I see you have cancelled the 11:57 Crewe to Glasgow central. What happens to reserved seat I have if I have to get later train,seat_reservation,ticket_change,False,0.403,True,True,True,ESCALATE,active disruption detected,Provide guidance about seat reservations or investigate the seating issue.,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.346,0.208,0.234,0.2,active_disruption,True,5,contact_aftersales,0,,3,True,False
144,@VirginTrains going to miss my prebooked 0655 Euston to Manchester due to cancellations in essex. Can I transfer my ticket?,ticket_change,ticket_change,True,0.522,False,True,False,ESCALATE,available evidence is insufficient for reliable automated handling,Advise the customer to speak with station staff to arrange transfer of the prebooked ticket to a suitable later service because of the cancellation disruption.,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.269,0.253,0.391,0.4,,True,5,station_staff,0,,3,True,False
145,@virgintrains are they any plans to improve your Wi-fi it’s about as much use as mesh umbrella,wifi_connectivity,wifi_connectivity,True,0.669,False,False,True,AUTO-HANDLE,Intent confidence and historical evidence provide sufficient support for automated handling.,Provide Wi-Fi information or troubleshooting guidance.,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,0.28,0.291,0.438,0.4,,True,5,wifi_support,0,,3,True,False
146,@VirginTrains can you introduce a free cancellation in the first 10 mins of booking. Picked wrong date and it’s cost me £10 :(,ticket_change,ticket_change,True,0.197,False,True,False,ESCALATE,financial or transaction issue detected,"Explain the appropriate ticket amendment, cancellation, or ticket-validity process.",Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.192,0.233,0.266,0.2,financial_dispute,True,5,station_staff,0,,3,True,False
147,"@VirginTrains expecting a full refund for me and my friends' travel today. Compensation for missing #MCIARS, too. Thanks in advance",refund_compensation,refund_compensation,True,0.952,False,True,False,ESCALATE,historical retrieval evidence is weak; historical resolution agreement is weak,Explain the applicable refund or compensation process and relevant next steps.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.333,0.192,0.115,0.0,,True,5,,0,,3,False,False
148,"@VirginTrains Seriously, my wife just drove to the pickup area in Weston Carpark Crewe and despite a 20 minute free wait and only being there 9 minutes it’s charged us £12?! WTF?",other,train_status,False,0.199,True,True,True,ESCALATE,financial or transaction issue detected,Review the £12 car-park pickup charge at Crewe and determine why the customer was charged despite being there for only 9 minutes during the stated free waiting period.,"Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",0.0,0.168,0.285,0.4,financial_dispute,True,5,station_staff,0,,3,True,False
149,@VirginTrains just bought wifi on a west coast service from Bham to Glasgow and it doesn't work can u sort it out or refund me,wifi_connectivity,wifi_connectivity,True,0.666,False,False,True,AUTO-HANDLE,Intent confidence and historical evidence provide sufficient support for automated handling.,Provide Wi-Fi information or troubleshooting guidance.,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,0.12,0.327,0.484,0.4,,True,5,wifi_support,0,,3,True,False
150,@VirginTrains @415748  https://t.co/mcCFRhizt2,other,other,True,0.0,True,True,True,ESCALATE,Input quality check: url_only,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,url_only,False,0,,0,,3,True,False
151,@VirginTrains 2334671988,other,other,True,0.0,True,True,True,ESCALATE,Input quality check: number_only,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,number_only,False,0,,0,,3,True,False
152,@VirginTrains Hi. When will Adavanced tickets for 29th Dec London - Preston go on sale please? I thought they should be but not showing. Ta,fare_price,fare_price,True,0.406,False,True,False,ESCALATE,historical resolution agreement is weak,Explain when Advance tickets for the 29th December London to Preston journey are expected to be released for sale and why they may not yet be showing.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.143,0.301,0.251,0.0,,True,5,,0,,3,False,False
153,"@VirginTrains All it said in the online process was I'd need to send them back, &amp; I'd be contacted later about it, but I haven't heard anything",refund_compensation,complaint_feedback,False,0.258,True,True,True,ESCALATE,existing case or unresolved contact detected,"Confirm the required refund-return process, check whether the returned documents have been received or processed, and provide an update on the outstanding refund.",Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,0.273,0.223,0.254,0.2,case_specific,True,5,contact_customer_resolutions|website_form,0,,3,True,False
154,@VirginTrains no food or drink in first class on the 17:40 Euston to Manchester. Any chance of a partial refund or a free upgrade on a future service?,refund_compensation,refund_compensation,True,0.352,False,True,False,ESCALATE,historical resolution agreement is weak,Explain the applicable refund or compensation process and relevant next steps.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.333,0.304,0.255,0.0,,True,5,,0,,3,False,False
155,@VirginTrains 30 minute phone call to change date on train ticket? This is madness,ticket_change,ticket_change,True,0.582,False,False,True,AUTO-HANDLE,Intent confidence and historical evidence provide sufficient support for automated handling.,Provide guidance on changing the date of the train ticket and the appropriate support channel for handling the amendment.,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.231,0.216,0.245,0.2,,True,5,contact_aftersales,0,,3,True,False
156,@VirginTrains You need to get a bit of Christmas spirit... take a trip to Penrith station soon... we'll get you in the mood! Just remember dress up warm I swear I saw some snow before!,other,station_facilities,False,0.307,False,True,False,ESCALATE,intent confidence is very low; historical retrieval evidence is weak; historical resolution agreement is weak,Acknowledge the customer's friendly comment without treating it as a support request.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.19,0.169,0.087,0.0,,True,5,,0,,3,False,False
157,"@VirginTrains beautiful service from preston to mcr airport: 11:47 dept, still waiting to leave due to a missing driver... awful",train_status,train_status,True,0.39,True,True,True,ESCALATE,existing case or unresolved contact detected,"Provide the current status of the 11:47 Preston to Manchester Airport service, explain the cause of the delay, and advise on the expected departure or alternative options.","Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",0.048,0.278,0.322,0.2,case_specific,True,5,direct_message,0,,3,True,False
158,@VirginTrains So no sockets on a normal seat? That's a little disappointing... Oh well better switch off my phone,other,seat_reservation,False,0.437,False,True,False,ESCALATE,historical resolution agreement is weak,"Explain that standard seats on the relevant Pendolino service do not have power sockets, and acknowledge the customer's concern.",Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.238,0.212,0.139,0.0,,True,5,,0,,3,False,False
159,@VirginTrains can I use my ticket to Manchester tonight on the Preston train instead? #delays,booking_ticket,booking_ticket,True,0.304,False,True,False,ESCALATE,intent confidence is very low,"Confirm whether the customer's existing ticket to Manchester can be used on the Preston train instead because of the current delays, and explain any applicable ticket-validity conditions.",Thanks for getting in touch. Historical VirginTrains responses handled similar ticket and booking questions by checking the ticket type and journey details.,0.2,0.376,0.445,0.2,,True,5,station_staff,0,,3,True,False
160,@VirginTrains 9:25 Litchfield Trent valley to London Euston,other,train_status,False,0.318,False,True,False,ESCALATE,intent confidence is very low; historical resolution agreement is weak,The message does not provide enough information for a specific support intent; request clarification.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.143,0.435,0.419,0.0,,True,5,,0,,3,False,False
161,@LondonMidland  Hi the £6.90 day ranger allow a trip to Coventry ? Been refused at barrier by @VirginTrains staff. They were rude and forced me to buy a ticket I believe didn't need. Thanks https://t.co/isZBAMEgfL,booking_ticket,booking_ticket,True,0.247,True,True,True,ESCALATE,The customer message does not contain enough information for a reliable response.,"Check whether the £6.90 Day Ranger ticket was valid for the customer's journey to Coventry, review why they were refused at the barrier and required to purchase another ticket, and address the reported staff conduct.",Thanks for getting in touch. Historical VirginTrains responses handled similar ticket and booking questions by checking the ticket type and journey details.,0.1,0.261,0.301,0.2,financial_dispute|insufficient_information,True,5,station_staff,0,,3,True,False
162,Hi @VirginTrains someone left their 1stclass ticket for the train I’m now on in the machine. Being a top bloke I fought off the idea of using it instead of my own cheap ticket and handed it in. Does Virgin reward this kind of Good Samaritan work with free upgrades on said train?,other,lost_property,False,0.218,False,True,False,ESCALATE,intent confidence is very low; historical retrieval evidence is weak,Acknowledge the customer's gesture and explain that Virgin does not provide a free upgrade or reward for handing in another passenger's ticket.,Thanks for getting in touch. Historical VirginTrains responses directed lost-property enquiries to the Lost Property team. Please provide your journey and item details.,0.318,0.18,0.2,0.2,,True,5,station_staff,0,,3,True,False
163,@VirginTrains They're irritating. Feels kind of intrusive to be talked at in the toilet. Probably very worrying for someone who doesn't speak English...,other,complaint_feedback,False,0.177,False,True,False,ESCALATE,intent confidence is very low; historical retrieval evidence is weak; historical resolution agreement is weak,The message does not provide enough information for a specific support intent; request clarification.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.286,0.199,0.123,0.0,,True,5,,0,,3,False,False
164,"@VirginTrains - We are not doing toast today as we are short staffed? Not impressed, expect a letter after the price you charge!! It’s not the passengers’ fault, breakfast with no toast indeed!!",complaint_feedback,complaint_feedback,True,0.28,False,True,False,ESCALATE,intent confidence is very low,"Acknowledge the complaint about the missing breakfast service and staff shortage, ask which service the customer was travelling on, and provide the appropriate feedback or complaint route.",Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,0.273,0.222,0.252,0.2,,True,5,wifi_support,0,,3,True,False
165,You’ve gotta hand it to them the staff at Euston station have been incredible!! Can’t fault them @VirginTrains,other,complaint_feedback,False,0.378,False,False,True,AUTO-HANDLE,"The request has moderate intent confidence and useful historical evidence, with no high-risk signals detected.",Thank the customer for the positive feedback about the Euston station staff.,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,0.227,0.326,0.383,0.2,,True,5,contact_customer_resolutions|website_form,0,,3,True,False
166,@VirginTrains I've got an first class open return but am not going to make the train I've got a seat reserved on how can I reserve a seat on a later Train?,seat_reservation,seat_reservation,True,0.609,False,True,False,ESCALATE,historical resolution agreement is weak,Provide guidance about seat reservations or investigate the seating issue.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.238,0.244,0.18,0.0,,True,5,,0,,3,False,False
167,@VirginTrains hello! There has been a crash on the M56 and I’m stuck in traffic. Got an advance ticket for the 19h15 from Man Picc... is there anything that can be done to help me get on a later train please? https://t.co/zc6AptRzhO,ticket_change,ticket_change,True,0.785,False,True,False,ESCALATE,The customer message does not contain enough information for a reliable response.,Advise the customer to speak with station staff on arrival to see whether their Advance ticket can be transferred or accepted on a later service because they are delayed by traffic.,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.269,0.228,0.26,0.2,active_disruption|insufficient_information,True,5,refund|station_staff,0,,3,True,False
168,@VirginTrains what a joke! Pre booked first class tickets but you take a carriage out and our seats don’t exist. Standing down to London from Newark to Kings Cross 12.58. Staff didn’t have a clue what was going on. Terrible,seat_reservation,seat_reservation,True,0.242,True,True,True,ESCALATE,intent confidence is very low; historical resolution agreement is weak,"Check the customer's First Class reservation and the removed carriage, then arrange appropriate seating or compensation and address the service disruption.",Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.238,0.216,0.146,0.0,,True,5,,0,,3,False,False
169,"@VirginTrains @120872 my daughter will she's the one who lost a days pay,plus the cost of her original first class ticket, plus extra ticket from here to Euston",complaint_feedback,fare_price,False,0.206,True,True,True,ESCALATE,intent confidence is very low,"Acknowledge the customer's complaint about the lost wages and additional ticket costs, and direct the case through the formal complaint process for investigation and resolution.",Thanks for getting in touch. Historical VirginTrains responses provided fare information based on the journey and ticket type. Please provide your journey details and travel date.,0.292,0.29,0.337,0.2,,True,5,direct_message,0,,3,True,False
170,"@VirginTrains Hi, your delayrepay online form isn't working you can't enter a date...?",refund_compensation,ticket_change,False,0.212,False,True,False,ESCALATE,intent confidence is very low,Explain the applicable refund or compensation process and relevant next steps.,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.154,0.38,0.45,0.2,,True,5,delay_repay|website_form,0,,3,True,False
171,"@VirginTrains paid for WiFi on my train but didn’t receive a code, can you help? 🙂",wifi_connectivity,wifi_connectivity,True,0.952,False,False,True,AUTO-HANDLE,Intent confidence and historical evidence provide sufficient support for automated handling.,Provide Wi-Fi information or troubleshooting guidance.,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,0.16,0.592,0.6,0.2,,True,5,wifi_support|station_staff,0,,3,True,False
172,"@VirginTrains Tried to catch last train last night, activated ticket to speed up getting through, missed it. Booked a hotel. Told I’d have to buy another",booking_ticket,ticket_change,False,0.273,True,True,True,ESCALATE,intent confidence is very low,"Provide guidance about booking, tickets, or ticket validity.",Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.346,0.283,0.328,0.2,,True,5,contact_aftersales,0,,3,True,False
173,@VirginTrains Do you think trains will be running tomorrow morning or will the trains still be stranded??,train_status,train_status,True,0.661,True,True,True,ESCALATE,active disruption detected,Provide the latest information available about whether trains are expected to run tomorrow morning and explain that service status may depend on the ongoing disruption.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.333,0.51,0.5,0.0,active_disruption,True,5,,0,,3,False,False
174,"@VirginTrains Think you missing the point - where are the staff, why is there no comms, why only police visible? Why didn’t you ensure station facilities stayed open?",station_facilities,station_facilities,True,0.372,True,True,True,ESCALATE,historical resolution agreement is weak,Provide information about the relevant station facility or service.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.19,0.222,0.152,0.0,,True,5,,0,,3,False,False
175,Nothing I enjoy more than 2 hours stood up on a train journey I paid £83 for @VirginTrains #affordabletravel #londoncommute,seat_reservation,seat_reservation,True,0.199,True,True,True,ESCALATE,financial or transaction issue detected,Check whether the customer had a seat reservation for the service and investigate why they had to stand for the journey despite paying for their ticket.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.238,0.29,0.237,0.0,financial_dispute,True,5,,0,,3,False,False
176,@VirginTrains I don’t know why ticket acceptance wasn’t used in this case but the ticket officer told me to buy it and contact you later for a refund,refund_compensation,refund_compensation,True,0.428,True,True,True,ESCALATE,historical retrieval evidence is weak,"Check why the customer's original ticket was not accepted, identify the station where they were told to purchase another ticket, and review their eligibility for a refund of the additional ticket.",Thanks for getting in touch. Historical VirginTrains responses directed similar cases to the refund process. Your ticket and journey details should be checked to determine the appropriate process.,0.2,0.176,0.195,0.2,,True,5,wifi_support|contact_customer_resolutions|website_form|refund|direct_message,0,,3,True,False
177,@VirginTrains ?? Any answer on this pls? Still delayed at Leeds (45 mins late) think 19:15 is my only option.,train_status,train_status,True,0.448,False,True,False,ESCALATE,historical resolution agreement is weak,"Provide current train status, disruption information, or appropriate alternative travel guidance.",Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.19,0.342,0.302,0.0,,True,5,,0,,3,False,False
178,@VirginTrains Thanks HP,other,other,True,0.0,False,True,False,ESCALATE,Input quality check: conversational_fragment,Acknowledge the customer's thanks and close the conversation politely.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,conversational_fragment,False,0,,0,,3,True,False
179,@VirginTrains hi - what’s the situation with delayed services from Euston To MK and can I get a ticket refund and swap for London Midland whizz aren’t delayed ?? Ta,train_status,refund_compensation,False,0.486,True,True,True,ESCALATE,historical resolution agreement is weak,"Provide the current status of delayed Euston to Milton Keynes services and advise whether the customer's ticket can be used on a London Midland service instead, including any refund or ticket-change implications.",Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.19,0.231,0.164,0.0,,True,5,,0,,3,False,False
180,@VirginTrains absolutely disgusted your not replying to me why I’m sat on the floor of one of your overcrowded trains after iv spent £88,complaint_feedback,complaint_feedback,True,0.25,True,True,True,ESCALATE,financial or transaction issue detected,"Acknowledge the customer's complaint about the overcrowded train and lack of seating, review the £88 journey and previous contact, and provide an appropriate response or complaint route.",Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,0.273,0.249,0.286,0.2,financial_dispute,True,5,website_form,0,,3,True,False
181,@VirginTrains #ThatFridayFeeling https://t.co/OKUfb8avAD,other,other,True,0.0,False,True,False,ESCALATE,Input quality check: very_short_message,Acknowledge the customer's casual Friday message in a friendly way.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,very_short_message,False,0,,0,,3,True,False
182,@124107 many thanks to Derek the Duty Manager at Glasgow Central this morning and Michelle @VirginTrains for sorting out my onward travel after the disruption caused at Dunlop this morning. They dealt admirable with my dismay at missing my connection.,other,other,True,0.0,False,True,False,ESCALATE,Input quality check: conversational_fragment,Thank the customer for the positive feedback about Derek and Michelle helping with onward travel after the disruption.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,conversational_fragment,False,0,,0,,3,True,False
183,"@VirginTrains I paid money for your WiFi and only managed to load one email in half an hour, can I have a refund please?",wifi_connectivity,wifi_connectivity,True,0.475,True,True,True,ESCALATE,available evidence is insufficient for reliable automated handling,Review the customer's paid Wi-Fi purchase and provide the appropriate refund process or confirm eligibility for a refund due to the severe connectivity problem.,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,0.16,0.282,0.328,0.2,,True,5,wifi_support|website_form,0,,3,True,False
184,@VirginTrains is there going to be a 1935 Chester to London or not? And what time?,train_status,train_status,True,0.524,True,True,True,ESCALATE,historical resolution agreement is weak,"Provide the latest information about whether the 19:35 Chester to London service will run and, if confirmed, its expected departure time.",Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.333,0.399,0.374,0.0,,True,5,,0,,3,False,False
185,"@VirginTrains We are at Euston only on a day trip, due to return at 15:00, we have first class tickets just for today...",booking_ticket,train_status,False,0.228,False,True,False,ESCALATE,intent confidence is very low; historical resolution agreement is weak,"Provide guidance about booking, tickets, or ticket validity.",Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.143,0.243,0.179,0.0,,True,5,,0,,3,False,False
186,"@VirginTrains You were offering the same £99  advanced family ticket, I just needed to change date because of a hospital appt",ticket_change,ticket_change,True,0.351,False,True,False,ESCALATE,financial or transaction issue detected,"Explain the process and applicable charge for changing the date of the £99 Advance family ticket, including why an £80 amendment charge may apply.",Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.346,0.181,0.201,0.2,financial_dispute,True,5,website_form|contact_aftersales,0,,3,True,False
187,"@VirginTrains Great, thanks",other,other,True,0.0,False,True,False,ESCALATE,Input quality check: very_short_message,Acknowledge the customer's thanks and close the conversation politely.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,very_short_message,False,0,,0,,3,True,False
188,@VirginTrains @764611 If you book directly with Virgin. They normally refund this automatically,refund_compensation,refund_compensation,True,0.753,False,False,True,AUTO-HANDLE,Intent confidence and historical evidence provide sufficient support for automated handling.,Explain the applicable refund or compensation process and relevant next steps.,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,0.19,0.307,0.359,0.2,,True,5,website_form,0,,3,False,False
189,@VirginTrains It's an advance,booking_ticket,fare_price,False,0.313,False,True,False,ESCALATE,intent confidence is very low,"Clarify the validity conditions for the customer's Advance ticket, including whether it can be used for the requested stations or journey.",Thanks for getting in touch. Historical VirginTrains responses provided fare information based on the journey and ticket type. Please provide your journey details and travel date.,0.167,0.756,0.7,0.4,,True,5,refund,0,,3,True,False
